policy_short,policy_long,policy_year,category,description
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_8,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_9,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_10,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_11,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_12,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_13,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_14,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_15,public_benefits,"State funds public health insurance for adults, regardless of status."
health_undocumented_adults,Public health insurance for undocumented adults,health_undocumented_adults_16,public_benefits,"State funds public health insurance for adults, regardless of status."
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_0,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_1,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_2,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_3,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_4,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_5,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_6,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_7,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_8,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_9,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_10,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_11,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_12,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_13,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_14,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_15,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_lpr_pregnant,Medicaid for LPR pregnant women during 5-year bar,medicaid_lpr_pregnant_16,public_benefits,"State provides prenatal care to Lawful Permanent Resident (LPR) pregnant women during their first five years with this status. Until 2002, this care was provided with state funds. Regulations issued in 2002 allowed states to fund limited prenatal care for new LPR's through a Children's Health Insurance Program (CHIP) option; a 2009 law allowed states to fund some more-comprehensive health coverage to lawfully residing pregnant women through Medicaid/CHIP.   "
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_0,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_1,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_2,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_3,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_4,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_5,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_6,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_7,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_8,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_9,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_10,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_11,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_12,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_13,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_14,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_15,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicaid_undocumented,Medicaid for undocumented pregnant women,medicaid_undocumented_16,public_benefits,"State provides prenatal care, regardless of a woman's status, through either a state-funded program or through a 2002 Children's Health Insurance Program (CHIP) option."
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_0,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_1,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_2,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_3,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_4,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_5,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_6,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_7,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_8,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_9,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_10,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_11,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_12,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_13,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_14,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_15,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
medicated_lpr_ban,Medicaid for LPRs after 5-year bar,medicaid_lpr_ban_16,public_benefits,"State provides Medicaid and Children's Health Insurance Program (CHIP) to Lawful Permanent Residents (LPRs) after their first five years with this status. States have the option, but are not required, to provide Medicaid/CHIP to LPRs after five years.  "
